tokens,heads,head_dim,matrix_tile_shape,query_chunk,keep_fraction_per_query_tile_and_head,theoretical_matmul_speedup,dense_seconds,matrix_sparse_seconds,empirical_speedup
3600,40,128,16x16,256,0.5,2.0,0.003027162669847409,0.8344781110014688,0.003627611832998793
3600,40,128,16x16,256,0.625,1.6,0.0030175700036731237,0.8257802950004892,0.0036542044196771926
3600,40,128,32x32,256,0.5,2.0,0.0030138023333468786,0.4098866319982335,0.007352770493280853
3600,40,128,32x32,256,0.625,1.6,0.002995716335135512,0.4241089080023812,0.007063554380986245
3600,40,128,64x64,256,0.5,2.0,0.003018986331881024,0.2192305229982594,0.013770830314102719
3600,40,128,64x64,256,0.625,1.6,0.003011323332126873,0.22799270499672275,0.01320798107189508
